pdb_id,pdb_class
4bh4,immune/signaling
4bhf,oxidoreductase
4bhi,oxidoreductase
4bhn,transferase
4bhz,transferase
4bi0,kinase
4bi1,kinase
4bi2,transferase
4bi6,isomerase
4bi7,isomerase
4bib,transferase
4bic,transferase
4bid,transferase
4bie,transferase
4bio,oxidoreductase
4bis,oxidoreductase
4bj8,transport/binding
4bj9,transferase
4bjb,transferase
4bjc,transferase
4bjx,transport/binding
4bkj,kinase
4bks,ligase
4bky,kinase
4bkz,kinase
4blb,transport/binding
4bnt,oxidoreductase
4bnu,oxidoreductase
4bnv,oxidoreductase
4bnx,oxidoreductase
4bny,oxidoreductase
4bnz,oxidoreductase
4bo0,oxidoreductase
4bo1,oxidoreductase
4bo2,oxidoreductase
4bo3,oxidoreductase
4bo4,oxidoreductase
4bo5,oxidoreductase
4bo6,oxidoreductase
4bo7,oxidoreductase
4bo8,oxidoreductase
4bo9,oxidoreductase
4bpi,other
4bpj,other
4bps,hydrolase
4bqg,immune/signaling
4bqh,transferase
4bqs,kinase
4bqt,other
4bqw,oxidoreductase
4bqx,oxidoreductase
4bqy,oxidoreductase
4br3,kinase
4brx,kinase
4bs0,lyase
4bs4,transferase
4bs5,protease
4bsq,protease
4bt3,lyase
4bt4,lyase
4bt5,lyase
4bt9,oxidoreductase
4btb,oxidoreductase
4bti,hydrolase
4btk,transferase
4btl,hydrolase
4btm,transferase
4btt,hydrolase
4btu,hydrolase
4btw,oxidoreductase
4btx,oxidoreductase
4bty,oxidoreductase
4bup,transferase
4buq,other
4bv2,hydrolase
4bvb,hydrolase
4bw1,other
4bw2,other
4bw3,other
4bw4,other
4bxn,other
4bxu,other
4byi,kinase
4byj,kinase
4bzn,kinase
4bzo,kinase
4bzr,protease
4bzs,protease
4c0r,transport/binding
4c16,other
4c1c,hydrolase
4c1d,hydrolase
4c1e,hydrolase
4c1f,hydrolase
4c1g,hydrolase
4c1h,hydrolase
4c1m,oxidoreductase
4c1t,transport/binding
4c1u,transport/binding
4c1w,transport/binding
4c1y,transport/binding
4c2v,kinase
4c35,transferase
4c36,transferase
4c37,transferase
4c38,transferase
4c3k,other
4c4e,kinase
4c4f,kinase
4c4g,kinase
4c4h,kinase
4c4i,kinase
4c4j,kinase
4c4n,immune/signaling
4c52,other
4c5d,other
4c5w,oxidoreductase
4c61,kinase
4c66,other
4c68,transferase
4c6u,transferase
4c6v,transferase
4c6x,transferase
4c6z,transferase
4c70,transferase
4c72,transferase
4c73,transferase
4c7t,kinase
4c8r,oxidoreductase
4c94,other
4c9w,hydrolase
4c9x,hydrolase
4ca4,other
4ca5,protease
4ca6,protease
4ca7,protease
4ca8,protease
4cae,transferase
4caf,transferase
4cbt,hydrolase
4cby,hydrolase
4cc2,immune/signaling
4cc3,immune/signaling
4cc5,ligase
4cc6,ligase
4cc7,immune/signaling
4ccd,hydrolase
4cd0,kinase
4cd1,hydrolase
4cd4,hydrolase
4cd5,hydrolase
4cd6,hydrolase
4cd8,hydrolase
4cdr,kinase
4ce1,immune/signaling
4ce2,immune/signaling
4ce3,immune/signaling
4ceb,transferase
4cfe,kinase
4cff,kinase
4cfl,kinase
4cfm,kinase
4cft,oxidoreductase
4cfu,transferase
4cfv,kinase
4cfw,other
4cfx,other
4cg8,kinase
4cg9,kinase
4cga,kinase
4cgi,transferase
4cgj,transferase
4ch2,hydrolase
4ch8,hydrolase
4ci1,ligase
4ci2,ligase
4ci3,ligase
4cik,hydrolase
4civ,lyase
4cix,lyase
4ciy,lyase
4ciz,isomerase
4cj4,transferase
4cjn,hydrolase
4cjp,transferase
4cjq,transferase
4cjr,transferase
4ck3,transferase
4cki,kinase
4ckj,kinase
4ckr,kinase
4cku,hydrolase
4cl6,lyase
4cl9,other
4clb,other
4cli,kinase
4clj,kinase
4clp,lyase
4clz,lyase
4cmo,kinase
4cmt,kinase
4cmu,kinase
4cnh,kinase
4cp5,transferase
4cp7,protease
4cpq,protease
4cpr,protease
4cps,protease
4cpt,protease
4cpu,protease
4cpw,protease
4cpx,protease
4cpy,hydrolase
4cpz,hydrolase
4cq0,lyase
4cqe,kinase
4cqf,hydrolase
4cqg,transferase
4cr5,hydrolase
4crb,hydrolase
4crd,hydrolase
4crf,hydrolase
4crj,kinase
4crl,kinase
4cs9,immune/signaling
4csd,transport/binding
4csj,nuclear receptor
4css,transport/binding
4cst,transport/binding
4csy,other
4ctj,transferase
4ctk,transferase
4cts,transferase
4cu1,oxidoreductase
4cu7,hydrolase
4cu8,hydrolase
4cwb,kinase
4cwf,immune/signaling
4cwn,immune/signaling
4cwo,immune/signaling
4cwp,immune/signaling
4cwq,immune/signaling
4cwr,immune/signaling
4cws,immune/signaling
4cwt,immune/signaling
4cxw,oxidoreductase
4cxx,oxidoreductase
4cxy,oxidoreductase
4cy1,other
4czs,transport/binding
4d08,hydrolase
4d09,hydrolase
4d0w,kinase
4d0x,kinase
4d1a,transport/binding
4d1b,transport/binding
4d1c,transport/binding
4d1d,transport/binding
4d1j,hydrolase
4d1s,kinase
4d1y,protease
4d2d,transport/binding
4d2p,kinase
4d2r,kinase
4d2s,transferase
4d2t,kinase
4d2v,transferase
4d2w,transferase
4d3h,other
4d4d,hydrolase
4d52,transport/binding
4d62,immune/signaling
4d63,immune/signaling
4d7b,transport/binding
4d83,protease
4d85,protease
4d88,protease
4d89,protease
4d8a,kinase
4d8c,protease
4d8e,protease
4d8i,protease
4d8n,protease
4d8s,hydrolase
4d8z,kinase
4d9p,kinase
4da5,kinase
4daf,kinase
4dai,kinase
4daw,kinase
4db7,kinase
4dbm,transport/binding
4dbn,kinase
4dcd,protease
4dce,kinase
4dcx,transport/binding
4dcy,transport/binding
4ddl,protease
4ddm,hydrolase
4dds,protease
4ddy,protease
4de0,protease
4de5,hydrolase
4de7,transferase
4dea,kinase
4deb,kinase
4ded,kinase
4deg,kinase
4deh,kinase
4dei,kinase
4del,lyase
4dem,kinase
4der,transport/binding
4det,transport/binding
4deu,transport/binding
4dfb,kinase
4dff,protease
4dfg,protease
4dfl,kinase
4dfn,kinase
4dfu,kinase
4dgb,isomerase
4dgg,kinase
4dgm,kinase
4dgn,kinase
4dgr,protease
4dh6,protease
4dhf,kinase
4dhl,hydrolase
4dhm,other
4dhn,other
4dho,other
4dhp,other
4dhq,other
4dhr,other
4dhs,other
4dht,other
4dhu,other
4di2,protease
4dij,ligase
4dj7,immune/signaling
4djh,GPCR
4djo,protease
4djp,protease
4djq,protease
4djs,immune/signaling
4dju,protease
4djw,protease
4djx,protease
4djy,protease
4dk5,transferase
4dk7,other
4dk8,other
4dko,immune/signaling
4dkp,immune/signaling
4dkq,immune/signaling
4dkr,immune/signaling
4dkt,protease
4dlj,kinase
4dma,nuclear receptor
4dmn,immune/signaling
4dmw,transferase
4dmy,protease
4dn0,transport/binding
4do3,protease
4do4,protease
4do5,protease
4dow,other
4dpf,protease
4dpi,protease
4dpt,kinase
4dpu,kinase
4dpy,kinase
4dq2,ligase
4dr9,protease
4drk,isomerase
4drm,isomerase
4drn,isomerase
4dro,isomerase
4drp,isomerase
4dru,transferase
4ds1,transport/binding
4dst,hydrolase
4dsu,hydrolase
4dsy,protease
4dt2,protease
4dtk,kinase
4dtt,protease
4du8,kinase
4duh,isomerase
4dum,transport/binding
4dus,protease
4dv8,protease
4dv9,protease
4dve,transport/binding
4dvf,protease
4dvi,kinase
4dwb,kinase
4dwg,kinase
4dwk,protease
4dx9,transport/binding
4dxg,transport/binding
4dxj,kinase
4dy6,kinase
4dzw,kinase
4dzy,kinase
4e0w,other
4e0x,other
4e1e,kinase
4e1k,kinase
4e1m,kinase
4e1n,kinase
4e1z,kinase
4e20,kinase
4e26,kinase
4e28,kinase
4e34,other
4e35,other
4e3b,immune/signaling
4e3d,lyase
4e3f,lyase
4e3g,lyase
4e3h,lyase
4e3i,protease
4e3j,protease
4e3k,protease
4e3l,protease
4e3m,protease
4e3n,protease
4e3o,protease
4e49,lyase
4e4a,lyase
4e4l,kinase
4e4n,kinase
4e4x,kinase
4e5d,oxidoreductase
4e5f,hydrolase
4e5g,hydrolase
4e5h,hydrolase
4e5i,hydrolase
4e5j,hydrolase
4e6c,kinase
4e6d,kinase
4e70,transferase
4e7r,protease
4e81,immune/signaling
4e8w,kinase
4e8y,kinase
4e8z,kinase
4e90,protease
4e93,kinase
4e96,other
4e9u,kinase
4ea1,kinase
4ea3,GPCR
4ear,kinase
4eb8,kinase
4eb9,other
4ebv,kinase
4ebw,kinase
4ec0,isomerase
4ec4,other
4ede,transport/binding
4edu,other
4edy,isomerase
4edz,isomerase
4ee0,isomerase
4eeh,immune/signaling
4eej,transport/binding
4eev,kinase
4ef4,immune/signaling
4ef6,ligase
4efg,transport/binding
4efk,ligase
4efs,protease
4eft,immune/signaling
4efu,immune/signaling
4eg4,ligase
4eg5,ligase
4eg6,ligase
4eg7,ligase
4ega,ligase
4egh,protease
4egi,protease
4egk,protease
4eh2,kinase
4eh3,kinase
4eh4,kinase
4eh5,kinase
4eh6,kinase
4eh7,kinase
4eh8,kinase
4eh9,kinase
4ehe,kinase
4ehg,kinase
4ehm,kinase
4ehr,other
4ehv,kinase
4ehz,kinase
4ei4,kinase
4ej2,transferase
4ej8,protease
4ejf,protease
4ejl,protease
4ejn,kinase
4ek9,kinase
4eke,transferase
4ekg,kinase
4eki,kinase
4el0,transferase
4el5,transferase
4el9,kinase
4elb,oxidoreductase
4ele,oxidoreductase
4elf,oxidoreductase
4elg,oxidoreductase
4elh,oxidoreductase
4em7,isomerase
4emt,other
4emv,isomerase
4en4,kinase
4enx,kinase
4eny,kinase
4eo4,ligase
4eo6,kinase
4eoh,kinase
4eoi,kinase
4eok,kinase
4eol,kinase
4eon,kinase
4eop,kinase
4eos,kinase
4eox,protease
4eoy,transport/binding
4ep2,protease
4epy,hydrolase
4eqc,kinase
4eqf,transport/binding
4eqj,protease
4er1,protease
4er2,protease
4er4,protease
4ere,ligase
4erf,ligase
4erk,kinase
4erq,transferase
4erw,kinase
4ery,transferase
4erz,transferase
4es0,transferase
4esg,transferase
4esi,protease
4est,protease
4etz,immune/signaling
4eu0,immune/signaling
4eu3,transferase
4euc,transferase
4euo,transport/binding
4euv,immune/signaling
4ew2,kinase
4ew3,kinase
4ewh,kinase
4ewn,lyase
4ewo,protease
4ewr,transferase
4exg,protease
4exh,protease
4exs,hydrolase
4exz,transport/binding
4eyj,kinase
4eym,kinase
4eyr,protease
4ez3,kinase
4ez5,kinase
4ezj,kinase
4ezk,kinase
4ezl,kinase
4ezo,transport/binding
4ezq,transport/binding
4ezr,transport/binding
4ezt,transport/binding
4ezw,transport/binding
4ezx,transport/binding
4ezy,immune/signaling
4ezz,immune/signaling
4f08,kinase
4f0c,transferase
4f14,transport/binding
4f1l,kinase
4f1q,kinase
4f1s,kinase
4f20,immune/signaling
4f39,transport/binding
4f3i,immune/signaling
4f3k,protease
4f49,protease
4f4p,kinase
4f5y,immune/signaling
4f63,kinase
4f64,kinase
4f65,kinase
4f6s,kinase
4f6u,kinase
4f6v,kinase
4f6w,kinase
4f6x,kinase
4f70,kinase
4f7j,kinase
4f7l,kinase
4f7n,kinase
4f7v,kinase
4f8h,transport/binding
4f8j,transport/binding
4f9g,immune/signaling
4f9u,transferase
4f9v,transferase
4f9y,kinase
4fab,other
4fai,transferase
4fak,transferase
4fbe,transferase
4fbx,kinase
4fc0,kinase
4fcb,protease
4fcd,protease
4fcf,protease
4fci,protease
4fck,protease
4fcm,hydrolase
4fcq,immune/signaling
4fcr,immune/signaling
4fe6,protease
4fe9,transport/binding
4fea,protease
4fem,transport/binding
4feq,kinase
4fev,kinase
4few,kinase
4ff8,kinase
4ffs,hydrolase
4fgt,kinase
4fgx,protease
4fgy,nuclear receptor
4fgz,transferase
4fhh,other
4fhi,other
4fht,other
4fi9,other
4fic,kinase
4fil,transport/binding
4fiv,protease
4fjz,kinase
4fk6,kinase
4fk7,kinase
4fkk,protease
4fl1,kinase
4fl2,kinase
4fl3,kinase
4flh,transferase
4fli,protease
4flj,protease
4flk,protease
4fll,protease
4flp,other
4fm7,protease
4fm8,protease
4fmn,hydrolase
4fmo,hydrolase
4fmq,transferase
4fmu,transferase
4fn5,other
4fnn,immune/signaling
4fns,hydrolase
4fny,kinase
4fnz,kinase
4fob,kinase
4foc,kinase
4fod,kinase
4fp1,isomerase
4fpf,hydrolase
4fpk,hydrolase
4fqo,transport/binding
4fr3,transport/binding
4fri,protease
4frj,protease
4frk,protease
4frs,protease
4fs3,oxidoreductase
4fs4,protease
4fse,protease
4fsl,protease
4ft2,transferase
4fut,ligase
4fvq,kinase
4fvr,kinase
4fxf,kinase
4fxj,kinase
4fxp,kinase
4fxq,kinase
4fxy,protease
4fxz,transport/binding
4fyh,hydrolase
4fyo,kinase
4fys,protease
4fz3,hydrolase
4fz6,kinase
4fzc,protease
4fzg,protease
4fzj,ligase
4g0c,lyase
4g0k,oxidoreductase
4g0l,oxidoreductase
4g0p,other
4g0y,other
4g11,kinase
4g16,kinase
4g17,kinase
4g19,transferase
4g1f,protease
4g2f,kinase
4g2j,protease
4g2l,protease
4g2r,kinase
4g2w,protease
4g2y,protease
4g31,kinase
4g34,kinase
4g3e,kinase
4g3f,kinase
4g3g,kinase
4g4p,transport/binding
4g55,other
4g5f,ligase
4g5y,ligase
4g68,transport/binding
4g69,immune/signaling
4g8n,other
4g8o,other
4g8r,other
4g8v,protease
4g8y,protease
4g90,protease
4g93,other
4g95,oxidoreductase
4g9c,kinase
4ga3,transferase
4gah,protease
4gao,ligase
4gb9,kinase
4gbd,lyase
4gby,transport/binding
4gbz,transport/binding
4gcj,kinase
4gd6,protease
4gdy,kinase
4ge1,transport/binding
4ge2,protease
4ge4,kinase
4ge5,protease
4ge6,protease
4ge7,kinase
4ge9,kinase
4gee,isomerase
4gfd,kinase
4gfn,isomerase
4gfo,kinase
4gg5,kinase
4gg7,kinase
4ggl,isomerase
4ggz,transport/binding
4gh6,protease
4ghi,other
4ght,protease
4gih,kinase
4gii,kinase
4giu,kinase
4gj2,kinase
4gj3,kinase
4gj6,protease
4gj7,protease
4gj8,protease
4gj9,protease
4gja,protease
4gjb,protease
4gjc,protease
4gjd,protease
4gk2,kinase
4gk3,kinase
4gk4,kinase
4gk7,protease
4gkc,transport/binding
4gkh,kinase
4gki,kinase
4glr,immune/signaling
4glw,ligase
4glx,ligase
4gly,kinase
4gm3,transferase
4gm8,transferase
4gmc,kinase
4gmy,kinase
4gne,transferase
4gnf,transferase
4gng,transferase
4gny,transport/binding
4gpk,transport/binding
4gpl,ligase
4gq4,other
4gq6,other
4gql,protease
4gqp,immune/signaling
4gqr,protease
4gr3,protease
4gr8,protease
4gs6,kinase
4gs8,protease
4gs9,other
4gsc,protease
4gsy,kinase
4gtm,kinase
4gto,kinase
4gtp,kinase
4gtq,kinase
4gtr,kinase
4gts,kinase
4gtt,kinase
4gtv,kinase
4gu6,kinase
4gu9,kinase
4gue,kinase
4gui,lyase
4guj,lyase
4gv1,kinase
4gv8,hydrolase
4gvc,immune/signaling
4gvd,immune/signaling
4gvm,protease
4gvu,protease
4gw1,immune/signaling
4gw5,immune/signaling
4gw6,protease
4gw8,kinase
4gwi,transport/binding
4gwk,oxidoreductase
4gxl,transport/binding
4gxs,other
4gy5,ligase
4gye,protease
4gz3,transferase
4gzf,protease
4gzp,immune/signaling
4gzt,immune/signaling
4gzw,immune/signaling
4gzx,immune/signaling
4h1e,protease
4h1j,kinase
4h1m,kinase
4h2j,kinase
4h2m,kinase
4h2o,kinase
4h36,kinase
4h38,kinase
4h39,kinase
4h3a,kinase
4h3b,kinase
4h3c,kinase
4h3f,protease
4h3g,protease
4h3i,protease
4h3j,protease
4h3q,kinase
4h42,protease
4h4b,protease
4h4d,oxidoreductase
4h4e,oxidoreductase
4h4m,protease
4h58,kinase
4h5c,kinase
4h5d,kinase
4h5e,kinase
4h71,kinase
4h75,other
4h7q,kinase
4h81,kinase
4h85,kinase
4ha5,protease
4hai,protease
4hbm,ligase
4hbn,other
4hbp,protease
4hbv,other
4hbw,other
4hbx,other
4hby,immune/signaling
4hco,kinase
4hct,kinase
4hcu,kinase
4hcv,kinase
4hcz,other
4hdb,protease
4hdc,kinase
4hdf,protease
4hdp,protease
4he9,protease
4heg,protease
4hej,kinase
4heu,protease
4hev,protease
4hf4,protease
4hfp,protease
4hfz,ligase
4hg7,ligase
4hgc,protease
4hgl,kinase
4hgs,kinase
4hgt,kinase
4hhy,kinase
4hhz,kinase
4hiq,nuclear receptor
4his,nuclear receptor
4hj2,transferase
4hki,transferase
4hkk,transferase
4hkn,transferase
4hkp,lyase
4hl5,transferase
4hla,protease
4hlc,kinase
4hld,kinase
4hlf,transferase
4hlg,transferase
4hlh,transferase
4hlk,transferase
4hlm,transferase
4hlw,nuclear receptor
4hmh,transferase
4hmk,other
4hmq,transport/binding
4hn2,kinase
4hnc,isomerase
4hnf,kinase
4hni,kinase
4hnn,transferase
4hnp,protease
4hod,other
4hp0,protease
4hpi,protease
4hpy,immune/signaling
4hra,kinase
4hrc,protease
4hrd,protease
4hs6,immune/signaling
4hs8,immune/signaling
4hso,transferase
4ht0,lyase
4ht2,lyase
4ht6,other
4htp,hydrolase
4htx,protease
4hu1,lyase
4huo,protease
4hup,protease
4hv3,protease
4hv7,protease
4hva,protease
4hvb,kinase
4hvd,kinase
4hvg,kinase
4hvh,kinase
4hvi,kinase
4hvs,kinase
4hw2,other
4hw3,other
4hw7,kinase
4hwb,immune/signaling
4hwo,ligase
4hwp,ligase
4hwr,ligase
4hws,ligase
4hwt,ligase
4hww,protease
4hxj,kinase
4hxl,other
4hxm,other
4hxq,protease
4hxr,other
4hxs,other
4hxw,isomerase
4hxz,isomerase
4hy0,ligase
4hy1,isomerase
4hy4,ligase
4hy5,ligase
4hy9,transport/binding
4hyb,transport/binding
4hyf,kinase
4hyh,kinase
4hyi,kinase
4hym,isomerase
4hys,kinase
4hyu,kinase
4hz5,isomerase
4hze,protease
4hzm,protease
4hzt,protease
4hzw,protease
4hzx,protease
4hzz,protease
4i06,hydrolase
4i0d,protease
4i0f,protease
4i0r,kinase
4i0s,kinase
4i0t,kinase
4i0z,protease
4i10,protease
4i11,kinase
4i12,protease
4i1c,protease
4i1r,protease
4i2w,immune/signaling
4i2z,immune/signaling
4i31,protease
4i32,protease
4i33,protease
4i3z,transferase
4i47,hydrolase
4i4e,kinase
4i4f,kinase
4i54,immune/signaling
4i5c,kinase
4i5h,kinase
4i5m,kinase
4i5p,kinase
4i60,transport/binding
4i6b,kinase
4i6f,kinase
4i6h,kinase
4i6q,kinase
4i71,protease
4i72,protease
4i73,protease
4i74,protease
4i7b,ligase
4i7c,ligase
4i7d,ligase
4i7f,protease
4i7j,hydrolase
4i7k,hydrolase
4i7l,hydrolase
4i7m,hydrolase
4i7p,hydrolase
4i80,other
4i8n,protease
4i8w,protease
4i8x,oxidoreductase
4i8z,protease
4i9c,hydrolase
4i9h,oxidoreductase
4i9i,kinase
4i9o,transferase
4i9r,nuclear receptor
4i9s,nuclear receptor
4i9u,oxidoreductase
4i9z,protease
4ia0,protease
4iaw,transport/binding
4iax,transport/binding
4ib5,kinase
4ibb,other
4ibc,other
4ibd,other
4ibe,other
4ibf,other
4ibg,other
4ibi,other
4ibj,other
4ibk,other
4ibm,kinase
4idt,kinase
4idv,kinase
4idz,oxidoreductase
4ie0,oxidoreductase
4ie2,protease
4ie3,protease
4ie4,oxidoreductase
4ie5,oxidoreductase
4ie6,oxidoreductase
4ie7,oxidoreductase
4ieh,oxidoreductase
4ifh,protease
4ifi,ligase
4igk,ligase
4igq,immune/signaling
4igr,other
4igt,other
4ih3,lyase
4ih6,kinase
4iho,immune/signaling
4ii9,transferase
4iic,hydrolase
4iid,hydrolase
4iie,hydrolase
4iif,hydrolase
4ij1,kinase
4ijh,transport/binding
4ijl,transport/binding
4ijp,kinase
4ijq,transferase
4ikn,other
4ikr,protease
4iks,protease
4ikt,protease
4iku,protease
4im0,kinase
4imq,protease
4imz,protease
4in9,protease
4inb,immune/signaling
4inh,protease
4int,protease
4io2,other
4io3,other
4io4,other
4io5,other
4io6,other
4io7,other
4io8,immune/signaling
4ipf,ligase
4ipi,transferase
4ipj,transferase
4ipn,hydrolase
4iq6,kinase
4iqt,kinase
4iqu,kinase
4ir5,transport/binding
4ir6,transport/binding
4irx,transport/binding
4is6,immune/signaling
4ish,protease
4isi,protease
4isu,other
4ith,kinase
4iti,kinase
4itj,kinase
4itp,lyase
4iu0,protease
4iu1,protease
4iu4,protease
4iue,transferase
4iuo,lyase
4iur,other
4iut,other
4iuu,other
4iuv,other
4iva,kinase
4ivk,hydrolase
4ivs,protease
4ivt,protease
4iwd,kinase
4iwz,lyase
4ixh,oxidoreductase
4ixu,protease
4ixv,protease
4iz0,kinase
4izm,transport/binding
4izy,kinase
4j03,protease
4j04,kinase
4j06,kinase
4j08,kinase
4j09,transferase
4j0a,kinase
4j0p,protease
4j0r,immune/signaling
4j0s,immune/signaling
4j0t,protease
4j0v,protease
4j0y,protease
4j0z,protease
4j17,protease
4j1c,protease
4j1e,protease
4j1f,protease
4j1h,protease
4j1i,protease
4j1k,protease
4j1p,immune/signaling
4j22,transferase
4j24,nuclear receptor
4j26,nuclear receptor
4j2c,other
4j2t,protease
4j3d,protease
4j3e,ligase
4j3i,immune/signaling
4j3j,protease
4j3m,transferase
4j3u,hydrolase
4j44,other
4j45,other
4j46,other
4j47,other
4j48,other
4j4n,isomerase
4j4o,isomerase
4j4v,immune/signaling
4j51,protease
4j52,kinase
4j53,kinase
4j58,isomerase
4j59,isomerase
4j5b,isomerase
4j5c,isomerase
4j5d,isomerase
4j5e,isomerase
4j5p,protease
4j6i,kinase
4j70,protease
4j73,other
4j74,ligase
4j77,other
4j78,other
4j79,other
4j7d,ligase
4j7e,ligase
4j7i,transferase
4j81,other
4j82,other
4j84,other
4j86,other
4j8b,other
4j8g,other
4j8m,kinase
4j8r,immune/signaling
4j8s,other
4j8t,transport/binding
4j93,immune/signaling
4j9a,transport/binding
4jai,kinase
4jaj,kinase
4jal,transferase
4jaz,nuclear receptor
4jbl,transferase
4jbo,kinase
4jbp,kinase
4jc1,transport/binding
4jck,transport/binding
4jda,other
4jdf,other
4je7,protease
4je8,hydrolase
4jfd,immune/signaling
4jfe,immune/signaling
4jff,immune/signaling
4jfi,isomerase
4jfj,isomerase
4jfk,isomerase
4jfl,isomerase
4jfm,isomerase
4jft,protease
4jfv,protease
4jfw,protease
4jfx,immune/signaling
4jg0,immune/signaling
4jg6,kinase
4jg7,kinase
4jg8,kinase
4jgv,other
4jh0,protease
4jhq,transport/binding
4jht,oxidoreductase
4jhz,protease
4jib,protease
4jik,kinase
4jin,kinase
4jit,transferase
4jj7,protease
4jj8,protease
4jje,protease
4jjm,isomerase
4jjq,hydrolase
4jjs,kinase
4jju,kinase
4jk5,kinase
4jk6,kinase
4jkt,hydrolase
4jkw,immune/signaling
4jlg,kinase
4jlh,kinase
4jlj,kinase
4jlm,kinase
4jln,kinase
4jls,transferase
4jmg,other
4jmu,protease
4jmx,kinase
4jn2,immune/signaling
4jn4,immune/signaling
4jnc,protease
4jne,immune/signaling
4jnj,transport/binding
4jnm,kinase
4joa,kinase
4joe,transport/binding
4jof,transport/binding
4jog,transport/binding
4joh,transport/binding
4joj,transport/binding
4jok,transport/binding
4joo,protease
4jp9,protease
4jpa,protease
4jpc,protease
4jpe,protease
4jps,kinase
4jpx,oxidoreductase
4jpy,oxidoreductase
4jq7,kinase
4jq8,kinase
4jql,immune/signaling
4jr0,protease
4jr3,kinase
4jr5,kinase
4jrg,ligase
4jrv,kinase
4jsa,lyase
4jsc,ligase
4jsr,protease
4jss,lyase
4jt8,protease
4jt9,protease
4ju3,kinase
4ju4,kinase
4ju6,kinase
4ju7,kinase
4jv6,transport/binding
4jv7,ligase
4jv8,other
4jv9,ligase
4jvb,other
4jve,ligase
4jvi,other
4jvj,kinase
4jvq,protease
4jwk,hydrolase
4jwr,ligase
4jx7,kinase
4jx9,hydrolase
4jxv,protease
4jxw,protease
4jym,hydrolase
4jyt,protease
4jyu,protease
4jyv,protease
4jz1,protease
4jzd,protease
4jze,protease
4jzf,protease
4jzi,hydrolase
4jzr,oxidoreductase
4k0o,transport/binding
4k0u,other
4k0y,kinase
4k19,transport/binding
4k1b,kinase
4k1e,protease
4k2f,protease
4k2g,protease
4k2y,protease
4k3h,immune/signaling
4k3k,transferase
4k3l,transferase
4k3m,transferase
4k3n,protease
4k3o,transferase
4k3p,transferase
4k3q,transferase
4k3r,transferase
4k42,other
4k43,other
4k4e,kinase
4k4f,kinase
4k4j,other
4k55,immune/signaling
4k5l,protease
4k5m,protease
4k5n,protease
4k5o,protease
4k5p,protease
4k5y,GPCR
4k5z,protease
4k60,protease
4k63,immune/signaling
4k64,immune/signaling
4k66,immune/signaling
4k67,immune/signaling
4k69,protease
4k6i,other
4k6t,immune/signaling
4k6u,immune/signaling
4k6v,immune/signaling
4k6w,immune/signaling
4k6y,transport/binding
4k6z,kinase
4k72,transport/binding
4k75,transport/binding
4k76,transport/binding
4k78,transport/binding
4k7i,oxidoreductase
4k7n,oxidoreductase
4k7o,oxidoreductase
4k8a,kinase
4k8o,transport/binding
4k8s,protease
4k9g,isomerase
4k9h,protease
4k9y,kinase
4kab,kinase
4kai,transferase
4kao,kinase
4kb7,transferase
4kb8,kinase
4kb9,protease
4kba,kinase
4kbc,kinase
4kbi,transferase
4kbk,kinase
4kby,immune/signaling
4kc1,kinase
4kc2,kinase
4kc4,kinase
4kcg,kinase
4kcx,other
4ke0,protease
4ke1,protease
4keq,hydrolase
4kfp,kinase
4kfq,other
4kif,transferase
4kii,transport/binding
4kij,lyase
4kil,hydrolase
4kin,kinase
4kio,kinase
4kip,kinase
4kiq,kinase
4kiu,lyase
4kiw,lyase
4kju,other
4kjv,other
4klb,protease
4kln,hydrolase
4klv,transferase
4km0,oxidoreductase
4km2,oxidoreductase
4kmd,other
4kmu,transferase
4kmz,transport/binding
4kn0,transport/binding
4kn1,transport/binding
4kn2,transport/binding
4kn4,transferase
4kn7,transferase
4knb,kinase
4kne,oxidoreductase
4kni,lyase
4knj,lyase
4knm,lyase
4knn,lyase
4knr,kinase
4knx,kinase
4ko8,hydrolase
4kod,hydrolase
4kom,immune/signaling
4kon,immune/signaling
4kot,transferase
4kov,transferase
4kow,transferase
4kox,transferase
4kp0,protease
4kp4,kinase
4kp5,lyase
4kp6,protease
4kp8,lyase
4kpx,kinase
4kpz,transferase
4kql,transferase
4kqo,protease
4kqp,transport/binding
4kqq,protease
4kqr,protease
4krs,kinase
4ks1,protease
4ks2,protease
4ks3,protease
4ks4,protease
4ks5,protease
4ksp,kinase
4ksq,kinase
4ktc,protease
4ktu,protease
4kup,protease
4kvm,kinase
4kw6,oxidoreductase
4kwf,oxidoreductase
4kwg,oxidoreductase
4kwo,kinase
4kwp,kinase
4kww,kinase
4kx8,protease
4kxb,protease
4kxl,hydrolase
4kxm,hydrolase
4kxn,hydrolase
4kyh,lyase
4kyk,lyase
4kz0,kinase
4kz3,protease
4kz4,protease
4kz5,protease
4kz7,protease
4kz8,protease
4kza,protease
4kzb,protease
4kzc,kinase
4kzl,kinase
4l02,kinase
4l09,kinase
4l0b,kinase
4l0i,kinase
4l0l,transport/binding
4l0s,kinase
4l0t,kinase
4l0v,kinase
4l10,kinase
4l19,protease
4l1a,protease
4l1u,transport/binding
4l23,transferase
4l2f,kinase
4l2g,kinase
4l2k,kinase
4l2l,protease
4l2x,kinase
4l31,kinase
4l32,kinase
4l33,kinase
4l34,kinase
4l3o,protease
4l3p,kinase
4l4m,kinase
4l4v,immune/signaling
4l4z,other
4l50,other
4l51,other
4l52,kinase
4l53,kinase
